contract_number,status_date,contract_status,delinquency_bucket,outstanding_balance
CTR000171,2024-03-01,ACTIVE,CURRENT,57942.0
CTR000171,2024-04-01,ACTIVE,CURRENT,55944.0
CTR000171,2024-05-01,ACTIVE,CURRENT,53946.0
CTR000171,2024-06-01,ACTIVE,CURRENT,51948.0
CTR000171,2024-07-01,DELINQUENT,31-60,49950.0
CTR000171,2024-08-01,ACTIVE,CURRENT,47952.0
CTR000171,2024-09-01,ACTIVE,CURRENT,45954.0
CTR000171,2024-10-01,ACTIVE,CURRENT,43956.0
CTR000171,2024-11-01,DELINQUENT,31-60,41958.0
CTR000171,2024-12-01,ACTIVE,CURRENT,39960.0
CTR000171,2025-01-01,ACTIVE,CURRENT,37962.0
CTR000171,2025-02-01,ACTIVE,CURRENT,35964.0
CTR000171,2025-03-01,ACTIVE,CURRENT,33966.0
CTR000171,2025-04-01,ACTIVE,CURRENT,31968.0
CTR000171,2025-05-01,ACTIVE,CURRENT,29970.0
CTR000171,2025-06-01,ACTIVE,CURRENT,27972.0
CTR000171,2025-07-01,DELINQUENT,31-60,25974.0
CTR000172,2025-03-28,ACTIVE,CURRENT,65170.0
CTR000172,2025-04-01,ACTIVE,CURRENT,63359.72
CTR000172,2025-05-01,ACTIVE,CURRENT,61549.44
CTR000172,2025-06-01,ACTIVE,CURRENT,59739.17
CTR000172,2025-07-01,ACTIVE,CURRENT,57928.89
CTR000172,2025-08-01,ACTIVE,CURRENT,56118.61
CTR000172,2025-09-01,ACTIVE,CURRENT,54308.33
CTR000172,2025-10-01,ACTIVE,CURRENT,52498.06
CTR000172,2025-11-01,ACTIVE,CURRENT,50687.78
CTR000172,2025-12-01,ACTIVE,CURRENT,48877.5
CTR000172,2026-01-01,ACTIVE,CURRENT,47067.22
CTR000172,2026-02-01,ACTIVE,CURRENT,45256.94
CTR000172,2026-03-01,ACTIVE,CURRENT,43446.67
CTR000172,2026-04-01,ACTIVE,CURRENT,41636.39
CTR000172,2026-05-01,ACTIVE,CURRENT,39826.11
CTR000173,2025-04-11,ACTIVE,CURRENT,50142.0
CTR000173,2025-05-01,ACTIVE,CURRENT,49306.3
CTR000173,2025-06-01,ACTIVE,CURRENT,48470.6
CTR000173,2025-07-01,ACTIVE,CURRENT,47634.9
CTR000173,2025-08-01,ACTIVE,CURRENT,46799.2
CTR000173,2025-09-01,ACTIVE,CURRENT,45963.5
CTR000173,2025-10-01,ACTIVE,CURRENT,45127.8
CTR000173,2025-11-01,ACTIVE,CURRENT,44292.1
CTR000173,2025-12-01,ACTIVE,CURRENT,43456.4
CTR000173,2026-01-01,ACTIVE,CURRENT,42620.7
CTR000173,2026-02-01,ACTIVE,CURRENT,41785.0
CTR000173,2026-03-01,ACTIVE,CURRENT,40949.3
CTR000173,2026-04-01,DELINQUENT,31-60,40113.6
CTR000173,2026-05-01,ACTIVE,CURRENT,39277.9
CTR000174,2024-08-22,ACTIVE,CURRENT,44199.0
CTR000174,2024-09-01,ACTIVE,CURRENT,43585.12
CTR000174,2024-10-01,ACTIVE,CURRENT,42971.25
CTR000174,2024-11-01,ACTIVE,CURRENT,42357.38
CTR000174,2024-12-01,ACTIVE,CURRENT,41743.5
CTR000174,2025-01-01,ACTIVE,CURRENT,41129.62
CTR000174,2025-02-01,ACTIVE,CURRENT,40515.75
CTR000174,2025-03-01,ACTIVE,CURRENT,39901.88
CTR000174,2025-04-01,DELINQUENT,1-30,39288.0
CTR000174,2025-05-01,DELINQUENT,61-90,38674.12
CTR000174,2025-06-01,ACTIVE,CURRENT,38060.25
CTR000174,2025-07-01,ACTIVE,CURRENT,37446.38
CTR000174,2025-08-01,ACTIVE,CURRENT,36832.5
CTR000174,2025-09-01,ACTIVE,CURRENT,36218.62
CTR000174,2025-10-01,ACTIVE,CURRENT,35604.75
CTR000174,2025-11-01,ACTIVE,CURRENT,34990.88
CTR000174,2025-12-01,ACTIVE,CURRENT,34377.0
CTR000174,2026-01-01,DELINQUENT,1-30,33763.12
CTR000174,2026-02-01,ACTIVE,CURRENT,33149.25
CTR000174,2026-03-01,ACTIVE,CURRENT,32535.38
CTR000174,2026-04-01,ACTIVE,CURRENT,31921.5
CTR000174,2026-05-01,ACTIVE,CURRENT,31307.62
CTR000175,2025-01-24,ACTIVE,CURRENT,57456.0
CTR000175,2025-02-01,ACTIVE,CURRENT,55860.0
CTR000175,2025-03-01,ACTIVE,CURRENT,54264.0
CTR000175,2025-04-01,ACTIVE,CURRENT,52668.0
CTR000175,2025-05-01,ACTIVE,CURRENT,51072.0
CTR000175,2025-06-01,ACTIVE,CURRENT,49476.0
CTR000175,2025-07-01,ACTIVE,CURRENT,47880.0
CTR000175,2025-08-01,ACTIVE,CURRENT,46284.0
CTR000175,2025-09-01,ACTIVE,CURRENT,44688.0
CTR000175,2025-10-01,ACTIVE,CURRENT,43092.0
CTR000175,2025-11-01,DELINQUENT,1-30,41496.0
CTR000175,2025-12-01,ACTIVE,CURRENT,39900.0
CTR000175,2026-01-01,ACTIVE,CURRENT,38304.0
CTR000175,2026-02-01,ACTIVE,CURRENT,36708.0
CTR000175,2026-03-01,ACTIVE,CURRENT,35112.0
CTR000175,2026-04-01,DELINQUENT,1-30,33516.0
CTR000175,2026-05-01,ACTIVE,CURRENT,31920.0
CTR000176,2024-03-07,ACTIVE,CURRENT,56727.0
CTR000176,2024-04-01,DELINQUENT,31-60,55781.55
CTR000176,2024-05-01,ACTIVE,CURRENT,54836.1
CTR000176,2024-06-01,ACTIVE,CURRENT,53890.65
CTR000176,2024-07-01,ACTIVE,CURRENT,52945.2
CTR000176,2024-08-01,ACTIVE,CURRENT,51999.75
CTR000176,2024-09-01,ACTIVE,CURRENT,51054.3
CTR000176,2024-10-01,ACTIVE,CURRENT,50108.85
CTR000176,2024-11-01,ACTIVE,CURRENT,49163.4
CTR000176,2024-12-01,ACTIVE,CURRENT,48217.95
CTR000176,2025-01-01,ACTIVE,CURRENT,47272.5
CTR000176,2025-02-01,ACTIVE,CURRENT,46327.05
CTR000176,2025-03-01,ACTIVE,CURRENT,45381.6
CTR000176,2025-04-01,ACTIVE,CURRENT,44436.15
CTR000176,2025-05-01,ACTIVE,CURRENT,43490.7
CTR000176,2025-06-01,DELINQUENT,1-30,42545.25
CTR000176,2025-07-01,ACTIVE,CURRENT,41599.8
CTR000176,2025-08-01,ACTIVE,CURRENT,40654.35
CTR000176,2025-09-01,ACTIVE,CURRENT,39708.9
CTR000176,2025-10-01,ACTIVE,CURRENT,38763.45
CTR000176,2025-11-01,ACTIVE,CURRENT,37818.0
CTR000176,2025-12-01,ACTIVE,CURRENT,36872.55
CTR000176,2026-01-01,ACTIVE,CURRENT,35927.1
CTR000176,2026-02-01,ACTIVE,CURRENT,34981.65
CTR000177,2024-03-22,ACTIVE,CURRENT,59434.0
CTR000177,2024-04-01,ACTIVE,CURRENT,58608.53
CTR000177,2024-05-01,ACTIVE,CURRENT,57783.06
CTR000177,2024-06-01,ACTIVE,CURRENT,56957.58
CTR000177,2024-07-01,ACTIVE,CURRENT,56132.11
CTR000177,2024-08-01,ACTIVE,CURRENT,55306.64
CTR000177,2024-09-01,ACTIVE,CURRENT,54481.17
CTR000177,2024-10-01,ACTIVE,CURRENT,53655.69
CTR000177,2024-11-01,ACTIVE,CURRENT,52830.22
CTR000177,2024-12-01,ACTIVE,CURRENT,52004.75
CTR000177,2025-01-01,ACTIVE,CURRENT,51179.28
CTR000177,2025-02-01,DELINQUENT,1-30,50353.81
CTR000177,2025-03-01,ACTIVE,CURRENT,49528.33
CTR000177,2025-04-01,ACTIVE,CURRENT,48702.86
CTR000177,2025-05-01,ACTIVE,CURRENT,47877.39
CTR000177,2025-06-01,ACTIVE,CURRENT,47051.92
CTR000177,2025-07-01,ACTIVE,CURRENT,46226.44
CTR000177,2025-08-01,ACTIVE,CURRENT,45400.97
CTR000177,2025-09-01,ACTIVE,CURRENT,44575.5
CTR000177,2025-10-01,ACTIVE,CURRENT,43750.03
CTR000177,2025-11-01,ACTIVE,CURRENT,42924.56
CTR000177,2025-12-01,ACTIVE,CURRENT,42099.08
CTR000177,2026-01-01,ACTIVE,CURRENT,41273.61
CTR000177,2026-02-01,ACTIVE,CURRENT,40448.14
CTR000178,2025-02-10,ACTIVE,CURRENT,39331.0
CTR000178,2025-03-01,DELINQUENT,31-60,38238.47
CTR000178,2025-04-01,ACTIVE,CURRENT,37145.94
CTR000178,2025-05-01,DELINQUENT,1-30,36053.42
CTR000178,2025-06-01,ACTIVE,CURRENT,34960.89
CTR000178,2025-07-01,ACTIVE,CURRENT,33868.36
CTR000178,2025-08-01,ACTIVE,CURRENT,32775.83
CTR000178,2025-09-01,ACTIVE,CURRENT,31683.31
CTR000178,2025-10-01,ACTIVE,CURRENT,30590.78
CTR000178,2025-11-01,ACTIVE,CURRENT,29498.25
CTR000178,2025-12-01,ACTIVE,CURRENT,28405.72
CTR000178,2026-01-01,ACTIVE,CURRENT,27313.19
CTR000178,2026-02-01,ACTIVE,CURRENT,26220.67
CTR000178,2026-03-01,ACTIVE,CURRENT,25128.14
CTR000178,2026-04-01,ACTIVE,CURRENT,24035.61
CTR000178,2026-05-01,ACTIVE,CURRENT,22943.08
CTR000179,2025-04-22,ACTIVE,CURRENT,43292.0
CTR000179,2025-05-01,ACTIVE,CURRENT,42390.08
CTR000179,2025-06-01,ACTIVE,CURRENT,41488.17
CTR000179,2025-07-01,ACTIVE,CURRENT,40586.25
CTR000179,2025-08-01,DELINQUENT,61-90,39684.33
CTR000179,2025-09-01,ACTIVE,CURRENT,38782.42
CTR000179,2025-10-01,ACTIVE,CURRENT,37880.5
CTR000179,2025-11-01,ACTIVE,CURRENT,36978.58
CTR000179,2025-12-01,ACTIVE,CURRENT,36076.67
CTR000179,2026-01-01,ACTIVE,CURRENT,35174.75
CTR000179,2026-02-01,ACTIVE,CURRENT,34272.83
CTR000179,2026-03-01,ACTIVE,CURRENT,33370.92
CTR000179,2026-04-01,ACTIVE,CURRENT,32469.0
CTR000179,2026-05-01,ACTIVE,CURRENT,31567.08
CTR000180,2024-09-27,ACTIVE,CURRENT,41615.0
CTR000180,2024-10-01,ACTIVE,CURRENT,40921.42
CTR000180,2024-11-01,ACTIVE,CURRENT,40227.83
CTR000180,2024-12-01,ACTIVE,CURRENT,39534.25
CTR000180,2025-01-01,ACTIVE,CURRENT,38840.67
CTR000180,2025-02-01,ACTIVE,CURRENT,38147.08
CTR000180,2025-03-01,ACTIVE,CURRENT,37453.5
CTR000180,2025-04-01,ACTIVE,CURRENT,36759.92
CTR000180,2025-05-01,ACTIVE,CURRENT,36066.33
CTR000180,2025-06-01,ACTIVE,CURRENT,35372.75
CTR000180,2025-07-01,ACTIVE,CURRENT,34679.17
CTR000180,2025-08-01,ACTIVE,CURRENT,33985.58
CTR000180,2025-09-01,ACTIVE,CURRENT,33292.0
CTR000180,2025-10-01,ACTIVE,CURRENT,32598.42
CTR000180,2025-11-01,ACTIVE,CURRENT,31904.83
CTR000180,2025-12-01,ACTIVE,CURRENT,31211.25
CTR000180,2026-01-01,ACTIVE,CURRENT,30517.67
CTR000180,2026-02-01,ACTIVE,CURRENT,29824.08
CTR000180,2026-03-01,ACTIVE,CURRENT,29130.5
CTR000180,2026-04-01,ACTIVE,CURRENT,28436.92
CTR000180,2026-05-01,ACTIVE,CURRENT,27743.33
CTR000181,2023-03-13,ACTIVE,CURRENT,46037.0
CTR000181,2023-04-01,ACTIVE,CURRENT,45269.72
CTR000181,2023-05-01,ACTIVE,CURRENT,44502.43
CTR000181,2023-06-01,ACTIVE,CURRENT,43735.15
CTR000181,2023-07-01,ACTIVE,CURRENT,42967.87
CTR000181,2023-08-01,ACTIVE,CURRENT,42200.58
CTR000181,2023-09-01,ACTIVE,CURRENT,41433.3
CTR000181,2023-10-01,ACTIVE,CURRENT,40666.02
CTR000181,2023-11-01,ACTIVE,CURRENT,39898.73
CTR000181,2023-12-01,ACTIVE,CURRENT,39131.45
CTR000181,2024-01-01,ACTIVE,CURRENT,38364.17
CTR000181,2024-02-01,ACTIVE,CURRENT,37596.88
CTR000181,2024-03-01,ACTIVE,CURRENT,36829.6
CTR000181,2024-04-01,ACTIVE,CURRENT,36062.32
CTR000181,2024-05-01,ACTIVE,CURRENT,35295.03
CTR000181,2024-06-01,ACTIVE,CURRENT,34527.75
CTR000181,2024-07-01,ACTIVE,CURRENT,33760.47
CTR000181,2024-08-01,ACTIVE,CURRENT,32993.18
CTR000181,2024-09-01,ACTIVE,CURRENT,32225.9
CTR000181,2024-10-01,ACTIVE,CURRENT,31458.62
CTR000181,2024-11-01,ACTIVE,CURRENT,30691.33
CTR000181,2024-12-01,ACTIVE,CURRENT,29924.05
CTR000181,2025-01-01,DELINQUENT,1-30,29156.77
CTR000181,2025-02-01,ACTIVE,CURRENT,28389.48
CTR000182,2023-07-27,ACTIVE,CURRENT,64089.0
CTR000182,2023-08-01,DELINQUENT,1-30,62308.75
CTR000182,2023-09-01,ACTIVE,CURRENT,60528.5
CTR000182,2023-10-01,ACTIVE,CURRENT,58748.25
CTR000182,2023-11-01,ACTIVE,CURRENT,56968.0
CTR000182,2023-12-01,ACTIVE,CURRENT,55187.75
CTR000182,2024-01-01,ACTIVE,CURRENT,53407.5
CTR000182,2024-02-01,ACTIVE,CURRENT,51627.25
CTR000182,2024-03-01,ACTIVE,CURRENT,49847.0
CTR000182,2024-04-01,ACTIVE,CURRENT,48066.75
CTR000182,2024-05-01,ACTIVE,CURRENT,46286.5
CTR000182,2024-06-01,ACTIVE,CURRENT,44506.25
CTR000182,2024-07-01,ACTIVE,CURRENT,42726.0
CTR000182,2024-08-01,ACTIVE,CURRENT,40945.75
CTR000182,2024-09-01,ACTIVE,CURRENT,39165.5
CTR000182,2024-10-01,ACTIVE,CURRENT,37385.25
CTR000182,2024-11-01,ACTIVE,CURRENT,35605.0
CTR000182,2024-12-01,ACTIVE,CURRENT,33824.75
CTR000182,2025-01-01,ACTIVE,CURRENT,32044.5
CTR000182,2025-02-01,ACTIVE,CURRENT,30264.25
CTR000182,2025-03-01,ACTIVE,CURRENT,28484.0
CTR000182,2025-04-01,ACTIVE,CURRENT,26703.75
CTR000182,2025-05-01,ACTIVE,CURRENT,24923.5
CTR000182,2025-06-01,ACTIVE,CURRENT,23143.25
CTR000183,2024-01-22,ACTIVE,CURRENT,60687.0
CTR000183,2024-02-01,ACTIVE,CURRENT,59844.12
CTR000183,2024-03-01,ACTIVE,CURRENT,59001.25
CTR000183,2024-04-01,ACTIVE,CURRENT,58158.38
CTR000183,2024-05-01,ACTIVE,CURRENT,57315.5
CTR000183,2024-06-01,ACTIVE,CURRENT,56472.62
CTR000183,2024-07-01,DELINQUENT,31-60,55629.75
CTR000183,2024-08-01,ACTIVE,CURRENT,54786.88
CTR000183,2024-09-01,ACTIVE,CURRENT,53944.0
CTR000183,2024-10-01,ACTIVE,CURRENT,53101.12
CTR000183,2024-11-01,ACTIVE,CURRENT,52258.25
CTR000183,2024-12-01,ACTIVE,CURRENT,51415.38
CTR000183,2025-01-01,ACTIVE,CURRENT,50572.5
CTR000183,2025-02-01,ACTIVE,CURRENT,49729.62
CTR000183,2025-03-01,ACTIVE,CURRENT,48886.75
CTR000183,2025-04-01,ACTIVE,CURRENT,48043.88
CTR000183,2025-05-01,ACTIVE,CURRENT,47201.0
CTR000183,2025-06-01,ACTIVE,CURRENT,46358.12
CTR000183,2025-07-01,ACTIVE,CURRENT,45515.25
CTR000183,2025-08-01,ACTIVE,CURRENT,44672.38
CTR000183,2025-09-01,ACTIVE,CURRENT,43829.5
CTR000183,2025-10-01,ACTIVE,CURRENT,42986.62
CTR000183,2025-11-01,DELINQUENT,31-60,42143.75
CTR000183,2025-12-01,ACTIVE,CURRENT,41300.88
CTR000184,2023-06-23,ACTIVE,CURRENT,46866.0
CTR000184,2023-07-01,ACTIVE,CURRENT,46215.08
CTR000184,2023-08-01,ACTIVE,CURRENT,45564.17
CTR000184,2023-09-01,ACTIVE,CURRENT,44913.25
CTR000184,2023-10-01,ACTIVE,CURRENT,44262.33
CTR000184,2023-11-01,ACTIVE,CURRENT,43611.42
CTR000184,2023-12-01,ACTIVE,CURRENT,42960.5
CTR000184,2024-01-01,ACTIVE,CURRENT,42309.58
CTR000184,2024-02-01,ACTIVE,CURRENT,41658.67
CTR000184,2024-03-01,ACTIVE,CURRENT,41007.75
CTR000184,2024-04-01,ACTIVE,CURRENT,40356.83
CTR000184,2024-05-01,DELINQUENT,31-60,39705.92
CTR000184,2024-06-01,ACTIVE,CURRENT,39055.0
CTR000184,2024-07-01,ACTIVE,CURRENT,38404.08
CTR000184,2024-08-01,ACTIVE,CURRENT,37753.17
CTR000184,2024-09-01,ACTIVE,CURRENT,37102.25
CTR000184,2024-10-01,ACTIVE,CURRENT,36451.33
CTR000184,2024-11-01,ACTIVE,CURRENT,35800.42
CTR000184,2024-12-01,ACTIVE,CURRENT,35149.5
CTR000184,2025-01-01,ACTIVE,CURRENT,34498.58
CTR000184,2025-02-01,ACTIVE,CURRENT,33847.67
CTR000184,2025-03-01,ACTIVE,CURRENT,33196.75
CTR000184,2025-04-01,ACTIVE,CURRENT,32545.83
CTR000184,2025-05-01,ACTIVE,CURRENT,31894.92
CTR000185,2023-10-16,ACTIVE,CURRENT,54662.0
CTR000185,2023-11-01,ACTIVE,CURRENT,53750.97
CTR000185,2023-12-01,ACTIVE,CURRENT,52839.93
CTR000185,2024-01-01,ACTIVE,CURRENT,51928.9
CTR000185,2024-02-01,ACTIVE,CURRENT,51017.87
CTR000185,2024-03-01,ACTIVE,CURRENT,50106.83
CTR000185,2024-04-01,ACTIVE,CURRENT,49195.8
CTR000185,2024-05-01,ACTIVE,CURRENT,48284.77
CTR000185,2024-06-01,ACTIVE,CURRENT,47373.73
CTR000185,2024-07-01,ACTIVE,CURRENT,46462.7
CTR000185,2024-08-01,ACTIVE,CURRENT,45551.67
CTR000185,2024-09-01,ACTIVE,CURRENT,44640.63
CTR000185,2024-10-01,ACTIVE,CURRENT,43729.6
CTR000185,2024-11-01,ACTIVE,CURRENT,42818.57
CTR000185,2024-12-01,ACTIVE,CURRENT,41907.53
CTR000185,2025-01-01,ACTIVE,CURRENT,40996.5
CTR000185,2025-02-01,ACTIVE,CURRENT,40085.47
CTR000185,2025-03-01,ACTIVE,CURRENT,39174.43
CTR000185,2025-04-01,ACTIVE,CURRENT,38263.4
CTR000185,2025-05-01,ACTIVE,CURRENT,37352.37
CTR000185,2025-06-01,ACTIVE,CURRENT,36441.33
CTR000185,2025-07-01,ACTIVE,CURRENT,35530.3
CTR000185,2025-08-01,ACTIVE,CURRENT,34619.27
CTR000185,2025-09-01,ACTIVE,CURRENT,33708.23
CTR000186,2023-07-11,ACTIVE,CURRENT,58561.0
CTR000186,2023-08-01,ACTIVE,CURRENT,56934.31
CTR000186,2023-09-01,ACTIVE,CURRENT,55307.61
CTR000186,2023-10-01,ACTIVE,CURRENT,53680.92
CTR000186,2023-11-01,ACTIVE,CURRENT,52054.22
CTR000186,2023-12-01,ACTIVE,CURRENT,50427.53
CTR000186,2024-01-01,ACTIVE,CURRENT,48800.83
CTR000186,2024-02-01,ACTIVE,CURRENT,47174.14
CTR000186,2024-03-01,ACTIVE,CURRENT,45547.44
CTR000186,2024-04-01,ACTIVE,CURRENT,43920.75
CTR000186,2024-05-01,ACTIVE,CURRENT,42294.06
CTR000186,2024-06-01,ACTIVE,CURRENT,40667.36
CTR000186,2024-07-01,ACTIVE,CURRENT,39040.67
CTR000186,2024-08-01,ACTIVE,CURRENT,37413.97
CTR000186,2024-09-01,ACTIVE,CURRENT,35787.28
CTR000186,2024-10-01,DELINQUENT,61-90,34160.58
CTR000186,2024-11-01,ACTIVE,CURRENT,32533.89
CTR000186,2024-12-01,ACTIVE,CURRENT,30907.19
CTR000186,2025-01-01,ACTIVE,CURRENT,29280.5
CTR000186,2025-02-01,ACTIVE,CURRENT,27653.81
CTR000186,2025-03-01,ACTIVE,CURRENT,26027.11
CTR000186,2025-04-01,ACTIVE,CURRENT,24400.42
CTR000186,2025-05-01,ACTIVE,CURRENT,22773.72
CTR000186,2025-06-01,ACTIVE,CURRENT,21147.03
CTR000187,2024-01-27,ACTIVE,CURRENT,22592.0
CTR000187,2024-02-01,ACTIVE,CURRENT,22121.33
CTR000187,2024-03-01,ACTIVE,CURRENT,21650.67
CTR000187,2024-04-01,ACTIVE,CURRENT,21180.0
CTR000187,2024-05-01,ACTIVE,CURRENT,20709.33
CTR000187,2024-06-01,ACTIVE,CURRENT,20238.67
CTR000187,2024-07-01,ACTIVE,CURRENT,19768.0
CTR000187,2024-08-01,ACTIVE,CURRENT,19297.33
CTR000187,2024-09-01,ACTIVE,CURRENT,18826.67
CTR000187,2024-10-01,ACTIVE,CURRENT,18356.0
CTR000187,2024-11-01,ACTIVE,CURRENT,17885.33
CTR000187,2024-12-01,ACTIVE,CURRENT,17414.67
CTR000187,2025-01-01,ACTIVE,CURRENT,16944.0
CTR000187,2025-02-01,ACTIVE,CURRENT,16473.33
CTR000187,2025-03-01,ACTIVE,CURRENT,16002.67
CTR000187,2025-04-01,ACTIVE,CURRENT,15532.0
CTR000187,2025-05-01,DELINQUENT,61-90,15061.33
CTR000187,2025-06-01,DELINQUENT,31-60,14590.67
CTR000187,2025-07-01,ACTIVE,CURRENT,14120.0
CTR000187,2025-08-01,ACTIVE,CURRENT,13649.33
CTR000187,2025-09-01,ACTIVE,CURRENT,13178.67
CTR000187,2025-10-01,ACTIVE,CURRENT,12708.0
CTR000187,2025-11-01,ACTIVE,CURRENT,12237.33
CTR000187,2025-12-01,ACTIVE,CURRENT,11766.67
CTR000188,2023-02-08,ACTIVE,CURRENT,68179.0
CTR000188,2023-03-01,ACTIVE,CURRENT,66758.6
CTR000188,2023-04-01,DELINQUENT,1-30,65338.21
CTR000188,2023-05-01,ACTIVE,CURRENT,63917.81
CTR000188,2023-06-01,ACTIVE,CURRENT,62497.42
CTR000188,2023-07-01,ACTIVE,CURRENT,61077.02
CTR000188,2023-08-01,ACTIVE,CURRENT,59656.62
CTR000188,2023-09-01,ACTIVE,CURRENT,58236.23
CTR000188,2023-10-01,ACTIVE,CURRENT,56815.83
CTR000188,2023-11-01,ACTIVE,CURRENT,55395.44
CTR000188,2023-12-01,ACTIVE,CURRENT,53975.04
CTR000188,2024-01-01,ACTIVE,CURRENT,52554.65
CTR000188,2024-02-01,ACTIVE,CURRENT,51134.25
CTR000188,2024-03-01,ACTIVE,CURRENT,49713.85
CTR000188,2024-04-01,ACTIVE,CURRENT,48293.46
CTR000188,2024-05-01,ACTIVE,CURRENT,46873.06
CTR000188,2024-06-01,ACTIVE,CURRENT,45452.67
CTR000188,2024-07-01,ACTIVE,CURRENT,44032.27
CTR000188,2024-08-01,ACTIVE,CURRENT,42611.87
CTR000188,2024-09-01,ACTIVE,CURRENT,41191.48
CTR000188,2024-10-01,ACTIVE,CURRENT,39771.08
CTR000188,2024-11-01,DELINQUENT,1-30,38350.69
CTR000188,2024-12-01,ACTIVE,CURRENT,36930.29
CTR000188,2025-01-01,ACTIVE,CURRENT,35509.9
CTR000189,2025-11-27,ACTIVE,CURRENT,64841.0
CTR000189,2025-12-01,ACTIVE,CURRENT,63760.32
CTR000189,2026-01-01,ACTIVE,CURRENT,62679.63
CTR000189,2026-02-01,ACTIVE,CURRENT,61598.95
CTR000189,2026-03-01,ACTIVE,CURRENT,60518.27
CTR000189,2026-04-01,DELINQUENT,31-60,59437.58
CTR000189,2026-05-01,ACTIVE,CURRENT,58356.9
CTR000190,2024-02-14,ACTIVE,CURRENT,39489.0
CTR000190,2024-03-01,ACTIVE,CURRENT,38666.31
CTR000190,2024-04-01,ACTIVE,CURRENT,37843.62
CTR000190,2024-05-01,ACTIVE,CURRENT,37020.94
CTR000190,2024-06-01,ACTIVE,CURRENT,36198.25
CTR000190,2024-07-01,ACTIVE,CURRENT,35375.56
CTR000190,2024-08-01,ACTIVE,CURRENT,34552.88
CTR000190,2024-09-01,ACTIVE,CURRENT,33730.19
CTR000190,2024-10-01,ACTIVE,CURRENT,32907.5
CTR000190,2024-11-01,ACTIVE,CURRENT,32084.81
CTR000190,2024-12-01,ACTIVE,CURRENT,31262.12
CTR000190,2025-01-01,ACTIVE,CURRENT,30439.44
CTR000190,2025-02-01,ACTIVE,CURRENT,29616.75
CTR000190,2025-03-01,DELINQUENT,31-60,28794.06
CTR000190,2025-04-01,ACTIVE,CURRENT,27971.38
CTR000190,2025-05-01,ACTIVE,CURRENT,27148.69
CTR000190,2025-06-01,ACTIVE,CURRENT,26326.0
CTR000190,2025-07-01,ACTIVE,CURRENT,25503.31
CTR000190,2025-08-01,ACTIVE,CURRENT,24680.62
CTR000190,2025-09-01,ACTIVE,CURRENT,23857.94
CTR000190,2025-10-01,ACTIVE,CURRENT,23035.25
CTR000190,2025-11-01,DELINQUENT,1-30,22212.56
CTR000190,2025-12-01,ACTIVE,CURRENT,21389.88
CTR000190,2026-01-01,ACTIVE,CURRENT,20567.19
CTR000191,2026-03-14,ACTIVE,CURRENT,73435.0
CTR000191,2026-04-01,ACTIVE,CURRENT,71395.14
CTR000191,2026-05-01,ACTIVE,CURRENT,69355.28
CTR000193,2023-12-31,DELINQUENT,1-30,62365.0
CTR000193,2024-01-01,ACTIVE,CURRENT,61498.82
CTR000193,2024-02-01,ACTIVE,CURRENT,60632.64
CTR000193,2024-03-01,ACTIVE,CURRENT,59766.46
CTR000193,2024-04-01,ACTIVE,CURRENT,58900.28
CTR000193,2024-05-01,ACTIVE,CURRENT,58034.1
CTR000193,2024-06-01,ACTIVE,CURRENT,57167.92
CTR000193,2024-07-01,ACTIVE,CURRENT,56301.74
CTR000193,2024-08-01,ACTIVE,CURRENT,55435.56
CTR000193,2024-09-01,ACTIVE,CURRENT,54569.38
CTR000193,2024-10-01,ACTIVE,CURRENT,53703.19
CTR000193,2024-11-01,DELINQUENT,1-30,52837.01
CTR000193,2024-12-01,ACTIVE,CURRENT,51970.83
CTR000193,2025-01-01,ACTIVE,CURRENT,51104.65
CTR000193,2025-02-01,ACTIVE,CURRENT,50238.47
CTR000193,2025-03-01,ACTIVE,CURRENT,49372.29
CTR000193,2025-04-01,ACTIVE,CURRENT,48506.11
CTR000193,2025-05-01,ACTIVE,CURRENT,47639.93
CTR000193,2025-06-01,DELINQUENT,31-60,46773.75
CTR000193,2025-07-01,ACTIVE,CURRENT,45907.57
CTR000193,2025-08-01,DELINQUENT,31-60,45041.39
CTR000193,2025-09-01,ACTIVE,CURRENT,44175.21
CTR000193,2025-10-01,ACTIVE,CURRENT,43309.03
CTR000193,2025-11-01,ACTIVE,CURRENT,42442.85
CTR000194,2023-06-10,ACTIVE,CURRENT,39678.0
CTR000194,2023-07-01,ACTIVE,CURRENT,39016.7
CTR000194,2023-08-01,ACTIVE,CURRENT,38355.4
CTR000194,2023-09-01,ACTIVE,CURRENT,37694.1
CTR000194,2023-10-01,ACTIVE,CURRENT,37032.8
CTR000194,2023-11-01,ACTIVE,CURRENT,36371.5
CTR000194,2023-12-01,ACTIVE,CURRENT,35710.2
CTR000194,2024-01-01,ACTIVE,CURRENT,35048.9
CTR000194,2024-02-01,ACTIVE,CURRENT,34387.6
CTR000194,2024-03-01,ACTIVE,CURRENT,33726.3
CTR000194,2024-04-01,ACTIVE,CURRENT,33065.0
CTR000194,2024-05-01,ACTIVE,CURRENT,32403.7
CTR000194,2024-06-01,ACTIVE,CURRENT,31742.4
CTR000194,2024-07-01,ACTIVE,CURRENT,31081.1
CTR000194,2024-08-01,ACTIVE,CURRENT,30419.8
CTR000194,2024-09-01,ACTIVE,CURRENT,29758.5
CTR000194,2024-10-01,ACTIVE,CURRENT,29097.2
